 TEXTURE FOR PHASE  1  AT VM STRAIN     0.500
   90.09   54.75   92.48        0.0000220
 -149.22   86.76   86.90        0.0000278
  102.06   70.52   63.90        0.0000594
 -108.37   63.99   35.03        0.0000357
  -76.15   74.99   38.54        0.0000222
  -30.68   52.00   11.19        0.0001576
  142.30   72.40  101.07        0.0000610
  -31.36   85.79   91.75        0.0000611
  -60.69   71.05   36.66        0.0000909
  134.56   65.03   26.11        0.0000725
    8.14   67.59   61.14        0.0000359
   70.75   34.52   18.58        0.0000422
    1.67   65.22   53.36        0.0000134
 -114.36   72.45   57.81        0.0000153
  -40.54   60.86   26.14        0.0000114
  136.02   67.74   26.06        0.0003059
  -22.43   51.51   31.60        0.0000053
  -44.76   70.32   17.05        0.0001499
 -153.42   76.42   78.38        0.0000353
    5.76    1.75   36.48        0.0000774
  -46.58   76.91   13.80        0.0000167
  -54.10   48.73   40.23        0.0002349
  -55.52   76.39   18.20        0.0000119
   97.87   45.06   69.44        0.0001797
 -173.40   26.35   47.32        0.0000052
  -37.06   81.06   95.69        0.0001601
   83.91   61.49   25.65        0.0000110
  141.76   83.48    8.57        0.0002438
   -0.72   54.22   45.80        0.0000094
 -133.70   48.44   82.66        0.0003052
  -83.42   47.09   75.06        0.0001495
   -8.81   51.91   39.16        0.0000458
 -120.62   64.70   52.78        0.0000172
  -10.25   21.71   54.31        0.0001078
 -107.41   46.84   24.87        0.0000237
  144.38   62.63   24.17        0.0000397
   -0.41    7.21   54.22        0.0000273
  101.79   73.42   59.40        0.0000481
  -10.63   38.31   48.27        0.0000982
 -131.44   83.66   82.50        0.0000247
   57.47   60.48   51.59        0.0000771
 -104.02   23.46   99.61        0.0000334
  -15.74   28.74   37.57        0.0000221
 -124.81   75.86   71.97        0.0000143
    1.19   67.54   31.96        0.0000933
  -62.32   64.17   50.82        0.0002235
  -18.93   59.15   37.29        0.0001505
   73.27   50.35   23.17        0.0000906
   69.06   21.94   94.45        0.0003737
  111.93   46.49   58.23        0.0000243
   28.67   69.95   75.79        0.0000148
   92.54   35.29   -1.49        0.0000256
  -22.41   46.30   26.93        0.0000312
  120.47   56.91   42.73        0.0000255
  -74.04   84.58   87.97        0.0000365
  -26.42   60.06  100.54        0.0000643
   52.47   88.42    2.16        0.0000694
  150.02   93.74   78.92        0.0001012
  -49.16   76.56   11.52        0.0002717
  170.29    8.27   51.96        0.0002237
  110.22   70.22   46.19        0.0000754
  163.46   65.83   26.99        0.0001139
 -177.98   86.03   62.86        0.0000250
   98.11   79.56   70.28        0.0000360
  108.66   72.33   25.87        0.0000232
   -2.62   75.46   29.44        0.0000222
  175.06   76.32   64.48        0.0000999
  -35.99   46.10   23.56        0.0000743
  -83.47   69.56   90.39        0.0000305
  146.10   86.37    7.68        0.0002992
  120.90   52.37   66.59        0.0005535
  -31.77   45.35   19.29        0.0000563
  137.35   67.94   30.39        0.0004064
 -142.56   30.61   38.55        0.0000211
  118.97   98.85   67.18        0.0000742
   65.30   80.11   37.75        0.0003237
   50.08   52.32   54.24        0.0000199
 -117.72   33.55   22.87        0.0000630
 -160.62   43.46   20.69        0.0002047
  149.80   56.82   23.32        0.0000070
 -111.19   67.97   75.56        0.0003493
  165.94   21.44  -19.73        0.0004518
  129.85   96.24   79.95        0.0000603
   38.94   46.77    3.06        0.0002830
   12.93   56.64   59.26        0.0000733
  -57.18   81.64   11.57        0.0000182
  144.90   51.19   24.13        0.0000195
  112.33   58.63   42.09        0.0000703
  167.79   92.17   75.76        0.0000404
  135.15   10.55   20.30        0.0001875
  155.91   73.68    9.89        0.0000217
  116.52   65.81   29.92        0.0000198
  140.83   53.36   29.95        0.0000099
 -127.71   42.88   50.26        0.0002043
 -174.95   83.04   32.98        0.0001727
    6.16   95.49   35.50        0.0001282
    4.60   33.74   45.01        0.0001369
   34.26   48.28   56.74        0.0000238
 -111.40   61.42   42.21        0.0000112
 -121.01   42.04   28.34        0.0001227
 -160.45   27.25   53.45        0.0000293
  146.43   45.80   22.75        0.0000292
   49.07   92.66    3.73        0.0000290
 -147.11   79.67   74.67        0.0000939
 -178.08   48.34   31.82        0.0000380
   93.24   63.66   53.54        0.0000105
  -83.33   59.24   41.67        0.0007341
  -18.55   60.70   21.01        0.0000302
 -113.41   67.67   60.18        0.0000942
  -82.76   67.35   49.09        0.0000110
 -175.54   59.25    5.62        0.0000276
   67.57   29.96   20.29        0.0000287
  -12.06   47.02   64.74        0.0001884
  133.68   26.96   31.78        0.0001264
   61.03   85.30   83.69        0.0000386
  151.69   79.40   89.33        0.0000937
    2.19   38.74   58.95        0.0000109
  179.73   62.80   23.76        0.0000261
 -139.49   18.95   35.99        0.0000326
   52.58   67.25   44.06        0.0005956
 -178.16    1.97   63.42        0.0000371
   -0.79   44.53   50.44        0.0000103
  -46.86   66.68   23.03        0.0000281
  127.14   76.67   14.45        0.0000123
 -179.03   49.43   43.63        0.0000091
  -70.99   36.04   71.56        0.0000289
    2.49   17.51   43.00        0.0000744
   -2.71   78.14   70.37        0.0000307
   29.17   89.29   84.20        0.0001344
  178.30   79.28   71.60        0.0000387
 -119.47   50.72   42.19        0.0000624
   40.62   52.07   56.13        0.0000487
  109.13   21.72   -4.58        0.0003028
  108.71   41.33   62.02        0.0001068
 -178.18   73.25   64.65        0.0000309
  105.61   74.73   34.21        0.0000352
 -174.47   87.61   22.28        0.0000386
  103.67   73.53   91.08        0.0000380
  116.08   46.00   57.47        0.0000619
 -157.46   90.22    5.51        0.0000305
   91.06   58.30   88.58        0.0000193
  -21.70   91.49   73.87        0.0003942
  -83.91   48.99   78.80        0.0000307
  173.83   12.36   50.10        0.0002100
    1.06   82.87   21.03        0.0000385
   69.75   26.83   54.46        0.0005031
  114.25   70.85   32.31        0.0000397
 -106.52   65.25   60.64        0.0003837
  175.69   58.72   70.41        0.0000573
  117.98   91.61   78.16        0.0000564
  144.93   63.73  101.22        0.0002032
  -84.07   56.88   68.57        0.0001271
   25.81   75.22   73.00        0.0000970
  -22.00   82.77   82.81        0.0001843
   34.00   86.41   -1.36        0.0000227
   53.21   83.74   86.27        0.0000339
  150.50   61.61   17.68        0.0000140
   81.63   49.03    9.32        0.0000785
  143.28   50.72   30.36        0.0000096
   27.95   44.07   77.18        0.0000462
 -129.59   79.62   79.40        0.0000661
   95.57   68.27   34.51        0.0000137
 -150.75   87.07    2.19        0.0001000
   94.23   38.05   84.06        0.0000178
 -125.07   97.35   14.42        0.0003772
  172.91   78.44   27.50        0.0000477
  155.19   88.72   89.73        0.0000362
  -44.72   82.99    7.95        0.0000195
 -139.26   59.66   62.18        0.0000083
   36.39   32.72   50.91        0.0000175
  112.04   65.00   61.21        0.0004418
 -115.72   70.38   65.72        0.0000694
  -42.39    9.08   17.88        0.0000499
    9.71   63.83    4.96        0.0000343
 -150.07   86.87    6.76        0.0005007
 -139.41   84.25   83.57        0.0000200
   13.00   66.28   60.44        0.0001664
 -109.29   53.54   29.45        0.0000191
   -2.95   94.00   55.85        0.0000393
  138.32   72.98   12.25        0.0000677
  177.29    9.68   50.31        0.0001172
 -111.10   78.94   65.63        0.0000233
   66.52   71.16   67.51        0.0000059
  -17.32   57.54   84.32        0.0001074
  142.33   50.01   36.18        0.0001639
  100.09   59.71   77.84        0.0001370
  167.79   23.60   46.68        0.0002420
   46.12   97.83   10.89        0.0000686
  162.42   20.84   44.80        0.0000593
   35.31   24.02   34.25        0.0002286
 -122.76   75.05   71.04        0.0000159
  124.97  101.24   68.79        0.0001102
  179.13   70.17   47.96        0.0000622
  155.80   81.46    9.03        0.0000239
   82.17   70.01   31.05        0.0000327
  117.23   63.32   39.25        0.0000297
  140.72   76.49   10.97        0.0000182
  -59.92   48.05   87.66        0.0003062
  -85.65   65.76    9.73        0.0000459
   71.12   55.22   31.94        0.0000294
   73.36   70.28   57.29        0.0000189
  -19.06   38.39   32.75        0.0000251
  168.57   23.38   54.64        0.0003777
   -3.29   35.20   57.28        0.0000470
   -6.53   80.88   72.21        0.0000389
    4.30   12.24   39.13        0.0001888
  -47.33   88.86   89.10        0.0003634
   54.41    7.80   68.46        0.0006019
 -132.36   75.65   -8.46        0.0004846
  -97.80   51.62   13.43        0.0000157
  172.21    4.88  -24.30        0.0000674
    4.71   10.50  122.82        0.0001755
  -74.47   40.94   73.08        0.0000299
 -143.75   74.35   74.90        0.0000110
 -132.30   54.88   53.33        0.0000089
 -174.70   36.18   44.50        0.0000242
  -68.50   89.53   83.35        0.0000428
   -4.70   88.04   57.38        0.0001185
  103.57   29.03   77.56        0.0000204
  140.16   77.06   12.93        0.0000637
  156.79   84.30    9.94        0.0000445
    2.92   13.51   49.31        0.0000272
   26.32   62.47   -4.73        0.0000832
   -5.27   66.86   65.80        0.0000880
  110.72   82.97   79.58        0.0000661
 -115.36   72.35   60.80        0.0000106
   80.32   39.20    9.13        0.0000530
 -144.88   82.93   82.47        0.0000175
 -164.23   18.39   50.21        0.0000284
   90.22   74.14   71.44        0.0000396
  132.26   67.88   22.54        0.0000078
  -49.58   89.78   89.97        0.0000695
   46.58   55.50   58.51        0.0000097
   63.67   79.46   75.09        0.0000368
  -12.88   56.53   34.98        0.0000393
  -44.02   70.66  100.33        0.0004362
  101.00   19.00   56.47        0.0005134
   11.46   10.96   43.17        0.0000824
 -137.31   67.53   63.75        0.0000638
    8.82   38.23   49.11        0.0001652
   -2.89   71.29   38.34        0.0000149
 -174.48   56.35   55.90        0.0000105
 -122.34   49.77   -1.86        0.0003071
  -13.15   76.31   27.92        0.0000718
 -167.42   30.02   44.14        0.0000426
 -135.35   79.34   79.56        0.0000386
  171.53    6.48   31.91        0.0000277
  -96.39   37.54    7.55        0.0000158
  114.85   68.36   26.72        0.0000094
  160.53   76.29   14.26        0.0000208
  131.20   45.01   35.57        0.0000733
   81.21   70.10   39.80        0.0000328
 -156.77   10.76   39.68        0.0000233
  176.43   13.21   43.33        0.0000419
  -68.40   73.49    7.66        0.0002871
  -47.91   90.12   56.60        0.0003686
  171.09   24.61   39.02        0.0000193
  176.82   60.75   38.03        0.0000458
   66.87   85.82    3.13        0.0000386
    8.57   27.04   44.43        0.0001961
 -118.08  101.63   32.64        0.0002897
   92.15   69.83   73.01        0.0000397
  -52.85   70.63   17.64        0.0003145
  116.56   82.88   12.87        0.0000592
   62.50   93.03   16.58        0.0000863
 -140.64   67.48    7.46        0.0005241
   40.27   53.49   63.26        0.0000176
  165.97   32.65   42.56        0.0002298
  179.56   49.80   30.51        0.0000183
 -129.63   54.37   55.17        0.0000809
  -37.09   82.89    7.30        0.0000217
  -13.07   61.60   40.96        0.0001767
  -71.36   57.54   36.97        0.0007371
 -117.26   78.22   78.14        0.0000422
 -113.61   96.45   28.27        0.0001174
   49.03   12.02   61.99        0.0001247
  117.39   97.26   66.84        0.0000743
  145.17   80.98    8.45        0.0000422
 -128.25   75.11   71.47        0.0000116
  115.51    7.65   78.42        0.0000342
   98.39   58.20   84.41        0.0001880
  -24.55   36.25   41.58        0.0000100
 -150.11   81.72   31.28        0.0003792
 -149.42   68.37   -8.02        0.0002040
   72.48   71.16   46.71        0.0000495
   55.67   95.58   13.43        0.0001308
  -34.74   24.04   65.03        0.0001944
 -179.48   68.07   43.54        0.0000139
   -0.30   38.91   69.41        0.0000215
   36.81   23.37   76.84        0.0004186
  145.78   63.64   19.48        0.0000094
 -175.04   31.39   48.80        0.0000057
   -0.19   85.67   31.08        0.0000205
   -4.80   42.24   26.34        0.0000394
  129.04   76.11   96.22        0.0002338
  -13.71   50.00   31.74        0.0000077
   87.79   65.52   11.42        0.0000306
 -103.38   41.69   19.52        0.0000781
  -12.65   39.47   42.08        0.0000462
   86.79   71.73    3.43        0.0000438
  -77.15   67.84   31.93        0.0000802
  -26.26    7.98  -11.28        0.0001998
   14.99   90.13   40.04        0.0002815
    7.52   20.86   46.73        0.0000527
    6.41   76.46   33.08        0.0003783
 -144.98   54.80   59.83        0.0000067
  126.61   59.82   30.98        0.0000375
 -107.34   79.16   50.24        0.0000274
   96.21   11.52   55.01        0.0005752
  -39.90   79.43   12.37        0.0000215
 -116.73   33.11   35.21        0.0001408
  115.88   84.09    5.33        0.0000336
 -134.41   92.82    6.72        0.0005658
  117.45   81.56   14.50        0.0000633
  -71.66   88.04   64.02        0.0000686
  -73.04   79.42   75.64        0.0000935
  136.86   73.14   58.22        0.0005606
  127.84   93.43   82.11        0.0000795
   59.93   98.84   27.54        0.0002406
  177.02   11.69   27.72        0.0000238
   71.32   46.12   23.30        0.0000838
  -69.49   63.58   36.82        0.0003425
  108.48   60.50   53.63        0.0000405
   43.78   70.17   72.55        0.0000091
  -84.33   67.46   66.84        0.0000194
   -5.96   77.35   26.95        0.0000211
    1.27   83.85   50.59        0.0000266
   46.36   31.41   48.14        0.0000290
  176.88   49.52   42.08        0.0001044
  -87.88   67.01   21.21        0.0000248
  -75.84   75.96   78.38        0.0000743
  178.27   75.92   29.94        0.0000180
 -123.72   32.96   34.39        0.0000231
   59.49   47.85   48.77        0.0002070
    7.42   30.50   56.79        0.0000091
 -138.47   76.94   76.60        0.0000114
  153.33   61.91   22.52        0.0000147
    0.43   79.55   49.19        0.0000162
   40.25   69.48   74.34        0.0000176
   -2.83   70.85   54.41        0.0000959
   67.13   78.71   61.55        0.0000690
  -52.73   52.99   34.05        0.0003905
   83.88   60.16    7.68        0.0000392
   -2.12   23.32   30.58        0.0000681
   92.30   63.38   41.18        0.0000360
   95.42   47.75   76.67        0.0000760
  -55.49   72.30   23.22        0.0000077
   -1.58   46.18   45.50        0.0000076
  -53.83   73.75   21.18        0.0000094
   -4.16   33.72   37.57        0.0000197
  -46.54   29.44   30.68        0.0002189
  113.53   81.65   80.87        0.0001505
 -110.48   83.91   37.61        0.0000953
 -144.78   74.01   -6.93        0.0004495
    0.91   25.92   30.33        0.0000963
 -109.74   82.48   85.17        0.0000272
  -24.75   71.74   21.77        0.0000216
