 TEXTURE FOR PHASE  1  AT VM STRAIN     0.500
  -38.35   74.06  100.32        0.0002615
   29.97   70.57   -6.65        0.0000643
   39.34   81.97   -5.11        0.0000331
   64.56   70.94   57.59        0.0000519
   71.97   65.11   44.63        0.0000256
  121.49   91.95   85.62        0.0000215
   83.05   71.23   20.81        0.0000331
  -73.46   19.34   64.36        0.0000394
   -4.13   85.80   44.62        0.0001112
   68.08   77.93   -0.93        0.0000566
    7.06   20.50   56.13        0.0000177
  -56.07   73.20   17.87        0.0001242
  141.27   68.30   18.91        0.0000121
  146.57   42.56   37.46        0.0000390
  -38.55   69.30   17.55        0.0000241
  -54.83   77.00   18.08        0.0000146
 -156.01    9.33   41.47        0.0000332
 -102.61   16.57   20.03        0.0000386
  109.66   25.97   66.71        0.0000243
  -41.34   87.98   90.50        0.0002163
   44.28   80.90   -6.48        0.0000517
 -163.64   21.08   98.44        0.0000649
  -67.68   78.33   16.57        0.0000149
    7.77   28.50   37.90        0.0003033
  168.19   39.18   39.67        0.0002037
  -58.70   71.42   22.40        0.0000513
 -136.42   51.29   58.78        0.0000639
 -130.81   46.54   48.63        0.0000232
  178.52   52.96   42.19        0.0000334
  -38.49   54.00   28.27        0.0000349
 -118.14   53.12   39.09        0.0000312
    0.08   31.64   39.93        0.0000459
   66.22   70.07   52.42        0.0000704
   -1.06   78.78   50.70        0.0000241
   94.61   59.58   82.81        0.0000314
    6.83   12.06   39.99        0.0002154
   41.56   82.08   82.71        0.0000341
    1.94   81.83   36.53        0.0000729
  165.83   52.01   31.03        0.0000420
  129.76   47.81   37.23        0.0000417
  -86.26   67.47   12.15        0.0000223
    2.32   56.89   30.12        0.0001275
  -21.94   65.61   22.30        0.0000084
 -137.09   84.52   83.16        0.0000240
  108.91   44.28   67.69        0.0000953
  -82.22   62.12   73.91        0.0000245
  149.60   66.56   16.98        0.0000101
 -179.70   40.40   66.91        0.0000430
   52.40   67.37   66.28        0.0000098
  178.69   24.06   46.46        0.0000438
  -52.61   36.39   73.86        0.0002341
   44.61   78.60   79.00        0.0000213
  -19.41   21.07   36.32        0.0000431
  -68.98   74.46   70.17        0.0004147
   -2.41    9.61   52.20        0.0000219
  -33.06   35.60   36.82        0.0000317
   24.83   57.13   76.67        0.0000318
  154.21   64.04   18.83        0.0000084
   93.40   65.26   35.16        0.0000089
  -18.14   83.19   75.64        0.0003246
 -119.80   83.26   30.72        0.0003543
 -176.62   58.33   16.26        0.0000316
  -75.57   77.20   63.32        0.0000551
  -87.21   57.59   63.33        0.0003265
  114.97   89.75   66.89        0.0001440
  136.07   29.95   56.17        0.0002067
   30.64   54.74   65.08        0.0000068
   20.53   91.25    5.59        0.0000344
  107.10   46.12   68.31        0.0000713
   43.45   15.89   86.53        0.0006050
   -3.51   21.35   52.80        0.0000336
   32.77   54.17   73.56        0.0000418
  145.23   31.38   44.30        0.0000229
   62.78   86.56   85.13        0.0000385
  -11.08   12.30   45.02        0.0000162
  176.77   45.28   38.80        0.0000208
   -7.81   24.97   -9.74        0.0000265
   54.91   43.01   42.99        0.0000188
 -155.17   64.86   79.98        0.0000569
   83.57   66.02   34.57        0.0000167
 -117.22   67.70   50.40        0.0000408
  177.27   19.67   60.84        0.0001205
  -74.41   69.54   31.52        0.0000245
    9.41   17.00  118.65        0.0004729
   11.90   90.72   24.17        0.0001749
   95.11   41.34   82.50        0.0000174
    0.21   71.32   66.36        0.0000238
  121.63   68.15   23.66        0.0000319
 -117.80   80.96    0.73        0.0004039
    1.04   79.31   57.44        0.0000134
 -106.49   67.96   57.69        0.0000585
 -172.67   54.11   19.71        0.0000676
  -87.44   71.40   52.35        0.0000121
   -8.71   55.13   35.27        0.0000093
   93.64   68.62   90.07        0.0000358
 -144.38   38.74   51.69        0.0000191
    5.19   82.10   65.74        0.0000203
   44.81   35.99   52.48        0.0000345
   -4.70   61.74   72.98        0.0000407
 -179.78   58.68   32.94        0.0000276
  179.59   12.18   63.97        0.0000497
 -123.10   77.68   77.27        0.0000728
  -24.55   74.49   94.47        0.0000571
 -103.12   51.18   63.42        0.0004688
  106.71   74.83   31.48        0.0000387
  -53.84   81.32   12.06        0.0000187
   22.13   24.57   42.17        0.0001709
  -84.02   55.22   69.22        0.0001712
  -35.91   81.74    6.99        0.0000393
   31.54   88.48   -0.69        0.0000248
  -42.12   85.03   92.41        0.0003950
    1.94   50.69   59.73        0.0000128
 -143.78   81.96   -4.96        0.0001344
 -126.57   64.13   65.21        0.0003026
  -29.97   81.78   57.96        0.0003954
  -96.28   69.18   79.57        0.0000290
   -8.97   39.83   34.41        0.0000171
  -36.40    7.06   -2.78        0.0002612
 -102.24   22.84   20.67        0.0000640
 -177.30   74.28   19.79        0.0000368
   76.51   35.85   99.19        0.0001666
  170.92   58.60   67.78        0.0003321
  -14.87   76.63   65.78        0.0004188
  152.33   20.33   49.39        0.0000577
 -155.73   58.24   73.83        0.0000334
   70.40   46.17   27.62        0.0000161
  -88.84   69.99   28.24        0.0000108
  -26.35   49.41   27.75        0.0000244
  173.37   48.68   72.81        0.0000618
  -82.89   70.45   65.87        0.0000269
 -160.83   27.01  111.67        0.0001764
  116.99   59.08   16.89        0.0002000
    6.05   72.07   59.90        0.0000371
  -64.40   72.33   16.57        0.0002395
   46.49   26.91   26.86        0.0003127
  -25.38   61.85   19.28        0.0000328
  -66.97   62.83   57.66        0.0002462
  126.16   51.94   39.28        0.0000178
  -43.84   83.75    5.90        0.0000633
    6.95   23.10   48.68        0.0000285
   77.66   68.29   45.13        0.0000272
  143.55   34.67   35.51        0.0000235
 -162.31   18.01   74.95        0.0000372
  100.97   17.86   64.68        0.0001408
 -115.58   40.06   93.57        0.0002456
  143.79   76.00   95.84        0.0001857
  -57.99   39.51   46.58        0.0003167
  -75.36   57.89   31.92        0.0006713
 -148.27   13.17   91.47        0.0003184
  115.85   55.60   50.33        0.0000913
 -169.40   72.66   60.75        0.0000333
  -32.47   73.56   12.77        0.0000314
 -171.49   15.71  122.11        0.0000817
 -169.07   53.64   53.65        0.0000249
  131.01   82.08   89.95        0.0003272
  104.44   35.63   71.04        0.0000283
   84.90   51.77   17.73        0.0001014
 -107.78   65.34   34.78        0.0000384
 -113.93   57.85   43.71        0.0000845
  102.36   70.37   43.33        0.0000374
   -1.72   85.18   23.97        0.0000328
  -93.76   70.51   74.59        0.0000199
  117.76   19.20   66.16        0.0000284
 -126.85   53.89   51.36        0.0000425
   74.91   85.47   19.75        0.0000301
 -177.66   32.47   40.24        0.0000134
  -24.75   72.14   10.97        0.0000467
    5.95   59.30   20.75        0.0000891
   74.52   82.95   35.88        0.0000372
  -96.60   54.92    9.06        0.0000275
   67.72   73.25   61.07        0.0000392
 -178.94   68.48   47.93        0.0000127
   68.24   73.62   49.61        0.0000826
   74.69    4.48   72.66        0.0003363
  179.15   29.70   52.57        0.0000936
  -73.06   77.75   61.94        0.0000877
  121.35   59.16   41.10        0.0000879
   66.70   69.51   50.23        0.0000804
 -109.05   58.97   43.21        0.0003036
  -21.65   82.15   45.77        0.0002582
  -61.93   56.81   49.11        0.0000711
  108.60   68.76   28.07        0.0000068
  141.97   34.91   25.67        0.0000599
 -130.82   72.26   69.90        0.0000075
  -55.12   83.98   91.79        0.0003573
  116.64   62.10   42.95        0.0000716
  -21.43   90.81   82.71        0.0000411
   94.01   61.65   96.50        0.0000609
  130.37   88.08   90.11        0.0000308
  -78.22    4.07   21.57        0.0000663
  111.67   75.16   12.59        0.0000149
 -170.39    6.38   41.64        0.0000247
   66.16   53.91   31.20        0.0003968
 -123.80   54.91   50.16        0.0000813
  -92.61   49.38    2.91        0.0000193
  -92.00   69.28   38.17        0.0000087
   88.87   55.88    1.70        0.0000160
   67.31   36.80   25.06        0.0000214
  -81.41   65.37   90.03        0.0001314
    1.31   77.78   46.17        0.0000462
 -103.64   60.38   21.07        0.0000756
  -54.80   71.42   22.87        0.0000112
  -42.28   73.48   15.72        0.0000156
    1.64   51.54   49.43        0.0000197
  155.45   55.64   25.13        0.0000082
  -42.19   71.03   19.26        0.0000053
 -149.67   71.16   60.58        0.0001526
  119.83   50.71   45.71        0.0000380
 -112.44   70.70   65.51        0.0000534
  -87.47   46.54   84.74        0.0000262
  132.88   62.97   28.15        0.0000361
   72.41   65.95   44.10        0.0000340
 -162.57   78.20   69.86        0.0000217
   53.33   84.23   18.86        0.0005258
    1.08   49.16   40.77        0.0001113
  104.71   33.04   66.83        0.0001716
 -106.76   73.71   54.77        0.0000141
  -31.67   56.03   40.89        0.0002042
   21.12   87.51   84.06        0.0000252
   84.37   58.97   10.24        0.0000244
  124.12   71.87   27.07        0.0001659
  172.53   61.94   28.02        0.0000152
 -103.53   48.18   18.43        0.0000198
 -171.87   25.65   61.06        0.0000435
 -149.56   55.90   64.80        0.0000243
  102.51   49.73   70.03        0.0000151
   62.54   97.95   29.43        0.0001935
   31.63   58.14   63.23        0.0000455
  142.71   47.16   71.60        0.0004910
   28.80   85.69   86.73        0.0000207
  -37.69   77.57    9.09        0.0001099
   -4.93   52.62   28.65        0.0000374
 -124.32   99.41   15.99        0.0002275
  142.72   65.03   20.06        0.0000078
  -56.25   41.54   49.25        0.0000432
   88.66    3.97   34.71        0.0003481
    7.37   57.79   51.32        0.0003199
  127.15   39.90   48.69        0.0000124
  137.78    0.16    0.00        0.0000716
 -171.98   18.08   43.40        0.0000107
  121.53   71.45   15.95        0.0000821
 -163.93   12.27  121.41        0.0000989
  168.80   51.89   29.47        0.0000113
   41.02   50.70   51.87        0.0002955
  167.12   53.15   32.80        0.0001012
  120.05   84.27    3.38        0.0000191
  179.09   60.45   25.66        0.0000224
 -132.55   45.78   47.66        0.0000105
   94.30   51.24   70.47        0.0001329
 -105.18   30.06   14.98        0.0000206
    2.07   47.88   53.53        0.0000075
 -152.86   89.23    4.10        0.0000598
  152.21   68.47   10.89        0.0000273
  171.52   36.28   35.02        0.0000097
  -82.63   69.14   72.58        0.0000319
 -177.92   87.15   46.54        0.0000550
  -35.61   24.89   45.69        0.0000352
    3.51   18.19  111.83        0.0000684
   77.41   71.14   45.05        0.0000338
    7.92   69.29   22.45        0.0001808
    7.41   80.65   27.57        0.0002766
  -34.82   53.49   27.08        0.0000312
  -34.43   84.64    6.65        0.0000203
  119.35   73.18   20.35        0.0000107
 -171.43   54.49   46.46        0.0001201
  122.18   51.31   51.69        0.0004476
    7.23   85.30   45.48        0.0002392
   -4.42   49.51   62.74        0.0000623
   72.36   55.06   65.40        0.0002155
 -147.64   91.37    9.19        0.0004813
  137.28   94.21   59.08        0.0002362
   39.77   37.25   53.34        0.0000188
  112.23   71.21   31.26        0.0000327
  -28.56   42.47    9.13        0.0001302
  173.19   52.68   33.42        0.0000253
    9.27   56.10   19.30        0.0001390
   59.87   88.37   88.27        0.0000371
 -133.66   68.66   72.38        0.0002592
   68.26   18.65   29.54        0.0000403
   -1.03   14.00   46.78        0.0000198
 -114.74   80.90   75.61        0.0000208
 -125.54   79.78   82.17        0.0002746
    3.64   69.26   25.70        0.0001023
  -27.24   84.42   13.12        0.0000625
  -88.43   56.34   90.57        0.0000300
 -132.33   56.83   54.93        0.0000097
  101.39   59.38   74.40        0.0001420
   -0.54   63.60   37.58        0.0000451
  158.47   76.21   18.99        0.0001101
   81.71   69.74   -4.37        0.0000339
  -15.61    6.98   49.00        0.0000194
    4.12   38.05   58.11        0.0000082
   43.01   42.83   48.99        0.0000243
   63.08   43.55   33.01        0.0000261
   -1.71   65.66   53.52        0.0000486
   64.01   65.54   61.88        0.0000579
  -38.01   32.81   35.99        0.0000327
 -176.49   54.36   51.29        0.0000082
  123.57  100.98   69.76        0.0000723
 -131.98   55.73   56.49        0.0000262
  -60.66   58.54   34.86        0.0005592
   18.35   22.77   45.32        0.0000614
  174.57   42.00   40.92        0.0001228
  -34.90   50.70   36.75        0.0000361
 -140.39   85.52   86.00        0.0000500
  -44.88   58.59   35.26        0.0000829
 -175.24   46.15   50.25        0.0000061
  143.58   53.33   15.32        0.0001819
  -64.62   99.71   57.72        0.0001727
  118.30   46.96   51.46        0.0000145
  -71.28   62.91   53.25        0.0000259
 -155.48   52.47   53.63        0.0000817
   85.05   66.98   24.29        0.0000295
  150.96   68.77   95.13        0.0001198
  -93.62   48.01    8.81        0.0000723
  157.85    8.90   46.34        0.0000172
   35.84   34.95   63.22        0.0000382
  -46.84   70.40   83.62        0.0005149
   62.29   41.95   42.15        0.0002338
    5.88   48.26   55.65        0.0000170
   79.67   58.44   24.91        0.0000123
   27.36   59.17   -9.62        0.0000503
  -85.79   52.40   81.11        0.0000218
  173.45   39.31   63.68        0.0002366
  -56.26   42.78   46.02        0.0001550
 -176.30   86.49   23.44        0.0000326
   34.96   89.94    4.50        0.0000753
    2.36   81.99   57.45        0.0000232
  -87.18   40.87   78.90        0.0002118
 -140.74   76.41   72.02        0.0000905
   85.67   64.58   72.73        0.0000214
 -141.79   91.69   15.96        0.0004960
   73.49   85.22   41.99        0.0000383
  -36.28   74.90   13.72        0.0000129
   81.90   69.73   53.87        0.0000187
  161.58   11.15  -24.81        0.0005711
    2.18   13.37  114.51        0.0000601
  -24.05   80.76   93.17        0.0000440
  144.58   64.88   21.67        0.0000200
  -42.29   42.36   44.64        0.0000167
    0.85   51.82   60.06        0.0000166
   14.79   75.66   69.42        0.0000363
  145.44   62.71   23.01        0.0000182
  129.07   76.20   17.64        0.0001359
  -23.04   61.65   22.07        0.0000168
   69.65   74.94   38.95        0.0001298
  -44.48   54.40   29.45        0.0000943
  102.20   66.99   42.81        0.0000135
  146.46   72.11   11.93        0.0000233
 -128.85   83.03   82.00        0.0000335
   -0.62   23.25   49.91        0.0000108
 -174.99   68.98   69.91        0.0000366
  142.37   38.56   18.95        0.0001929
  124.33   46.80   48.98        0.0000735
  -39.68   35.07   49.52        0.0000256
  -77.25   75.42   30.12        0.0000223
  117.51   33.14   55.49        0.0000525
  -17.91   40.90   33.84        0.0000142
  162.22   37.28   41.32        0.0003051
 -107.59   72.34   31.64        0.0000778
   67.65   66.72   57.54        0.0000057
 -115.85   67.24   47.58        0.0000490
 -107.49   45.36   22.74        0.0000151
  170.73   24.75   31.27        0.0000188
  -52.13    7.27    1.05        0.0002845
  110.08   30.31  -13.08        0.0002125
   -0.27   71.63   51.91        0.0000145
   -4.18   61.16   27.33        0.0000339
   36.51   63.58   72.60        0.0000218
 -137.61   61.52   64.36        0.0000197
   19.97   50.12   65.85        0.0000109
 -175.43   66.92   51.53        0.0000251
  -86.91   71.05   78.20        0.0000319
  -15.12   45.34   29.92        0.0000219
   -4.32   16.86   39.65        0.0000305
 -114.04   39.46   25.39        0.0000223
   61.40   64.09   55.16        0.0000078
   -2.76   65.25   55.74        0.0000880
 -107.09   71.98    5.78        0.0003122
  -31.81   83.33   90.01        0.0002670
  -71.28   59.97   54.98        0.0000177
  -70.25   29.17  -12.26        0.0001161
 -175.72   73.56   26.95        0.0000982
    6.87   38.41   49.76        0.0000835
   66.76   70.50   53.34        0.0000610
 -110.38   29.39   76.63        0.0003862
  -24.20   87.18   84.81        0.0000809
   71.83   74.45   84.85        0.0000379
 -118.03   91.47   20.33        0.0004215
    3.04   22.96   58.12        0.0000205
 -116.23   55.26   54.16        0.0005651
 -175.36   94.70   26.12        0.0000295
  105.06   64.82   33.38        0.0000374
 -177.67   73.37   62.09        0.0000252
 -144.59   62.06   70.22        0.0000509
   68.06   91.50    4.27        0.0000367
  -30.80   10.65   61.90        0.0000378
 -141.37   20.55   74.24        0.0002029
 -178.60   25.39   59.64        0.0000613
  146.80   74.79   15.25        0.0000657
  -67.68   53.45   54.54        0.0000232
   52.77   39.36   37.64        0.0000681
  180.00   83.51   52.95        0.0000167
    7.25   34.29   64.67        0.0000191
  -19.58   70.31   92.02        0.0000498
   39.67   28.89   53.79        0.0000306
   24.41   69.18   78.20        0.0000259
  -41.06   47.07   42.03        0.0000494
  139.01   98.04   68.12        0.0001839
   68.68   33.24   17.39        0.0001246
   -2.44   41.82   52.05        0.0000314
 -133.39   97.08   10.72        0.0004313
   -5.03   70.10   37.03        0.0000290
  -97.53   60.54   21.20        0.0000153
   16.66   75.99   64.89        0.0002586
 -128.49   60.67   61.23        0.0002076
  -99.80   60.07   13.54        0.0000625
 -113.14   77.98   73.08        0.0000154
 -176.57   43.66   47.10        0.0000074
  -48.80   54.69   29.51        0.0003206
  172.01   75.57   33.60        0.0001907
  -22.59   69.21   97.18        0.0000478
 -175.71    6.68   61.90        0.0000408
   21.48   57.09   60.40        0.0001515
  106.68   52.30   62.16        0.0000135
  -77.94   73.67   28.28        0.0000123
  -65.41   62.93   96.55        0.0003741
 -115.68   61.45   43.14        0.0000369
   90.63   57.59   83.42        0.0000206
  -23.62   73.75   11.07        0.0000426
   -8.68   74.84   17.90        0.0000416
 -127.11   88.22    3.14        0.0005499
   66.66   62.65   44.44        0.0000606
  -25.14    6.55   48.43        0.0000382
 -104.73   33.26   99.39        0.0001100
  130.38   83.59    7.55        0.0000739
    7.76   31.58   29.71        0.0003077
   -5.51   18.17  -31.11        0.0000606
  -20.68   74.62   20.79        0.0000159
 -113.83   67.01   51.09        0.0000079
 -126.11   65.50   62.44        0.0000553
    0.04   37.04   58.37        0.0000169
  -84.45    3.88   42.53        0.0002372
  157.27   89.38    2.93        0.0000319
  116.14   74.38   29.24        0.0000759
  -93.27   28.12   89.66        0.0000326
  -66.94   93.09   74.45        0.0000683
  174.27   20.27   48.04        0.0001861
 -125.64   32.00   40.82        0.0000515
   -8.44   44.02   28.42        0.0000353
   15.90   42.88   55.07        0.0000521
   39.41   58.62   58.81        0.0003715
 -154.88   51.08   67.70        0.0000329
  150.67   50.54   21.79        0.0000180
    5.98   36.17   58.55        0.0000080
  -68.57   27.70   53.32        0.0004806
  121.34  102.56   64.70        0.0000808
  125.89   62.39   30.63        0.0000091
  128.59   78.64   13.31        0.0000427
  -95.92   62.62   12.14        0.0000176
   -5.82   16.86  -13.61        0.0000285
  -79.69   63.42   40.03        0.0004785
 -114.12   47.58   35.31        0.0001339
 -129.90   66.22   63.86        0.0000100
   59.16   83.71    0.85        0.0000784
  -65.42   54.92   43.84        0.0005360
 -138.69   61.77   68.65        0.0001138
   92.78   63.29   93.53        0.0000318
   28.60   39.45   72.16        0.0000337
   72.61   85.46   17.41        0.0000351
  -27.16    1.52   63.15        0.0000261
  124.20   94.68   79.37        0.0000573
    0.22   56.49   65.04        0.0000257
 -121.94   54.56   48.86        0.0001482
  -78.82   37.75   72.02        0.0001611
 -133.30   25.37   28.49        0.0000377
   -0.84   82.69   48.42        0.0000193
  -58.01   86.13    4.49        0.0000276
  152.72   64.66   22.00        0.0000336
  174.68   31.26   25.61        0.0000259
   62.49   84.30   15.41        0.0004092
    9.99   27.76   59.19        0.0000149
  120.04   76.54   17.06        0.0000244
 -127.97   89.06    3.98        0.0005738
  126.62   52.97   33.16        0.0001275
 -110.33   94.42   26.04        0.0000627
  111.94   78.29    8.19        0.0000206
   50.20   71.02   72.79        0.0000332
   43.65   62.11   63.14        0.0000304
 -174.36   36.10   49.68        0.0000049
  -93.31   63.06   20.05        0.0000223
    6.64   67.92   62.64        0.0000144
   31.59    6.87  107.00        0.0006015
 -126.30   51.46   33.37        0.0002500
 -126.15   44.93   44.71        0.0000436
  140.18   78.99   20.97        0.0003987
  -88.65   54.48   88.92        0.0000200
  179.95   35.75   56.84        0.0000767
   44.40   65.35   68.39        0.0000093
 -104.94   79.23   44.12        0.0000268
  102.21   57.79   68.12        0.0000514
    1.15   55.20   66.54        0.0000243
  171.03   26.18  -11.75        0.0000545
  -37.26   71.82   13.93        0.0000587
    5.77   30.41   53.05        0.0000086
  146.30   79.85   91.11        0.0002239
 -128.12   75.69   74.10        0.0000281
 -125.46   89.33    2.10        0.0001843
  -33.54   63.85   13.36        0.0001536
  -69.04   90.21   68.65        0.0000899
 -122.27   80.76   85.48        0.0003416
  -12.25   85.34   15.48        0.0000377
  -14.11   26.62   35.12        0.0000367
   84.28   52.65   15.46        0.0000437
   44.65   54.05   58.43        0.0000085
 -163.99   52.73   56.55        0.0000104
   95.18   64.32   58.87        0.0000108
  136.22   46.59   36.46        0.0000100
  172.47   82.58   70.60        0.0000430
   88.92   50.08    1.62        0.0000144
  -64.41   84.61    2.38        0.0000276
  177.73   40.65   31.97        0.0000094
 -146.65   47.57   43.06        0.0001953
  -94.63   67.43   -2.88        0.0000268
   43.47   61.78   69.19        0.0000608
  107.29   76.66   19.97        0.0000415
 -116.00   29.91   32.46        0.0000729
  136.74   14.42  -20.59        0.0003370
 -169.10    7.62  122.10        0.0000467
  134.81   26.70   39.44        0.0000356
   67.42   71.09   60.87        0.0000210
   34.95   71.19   -7.95        0.0001513
  -87.05   63.06   53.11        0.0002619
  178.25   29.32   46.06        0.0000504
 -113.82   67.18   51.99        0.0000070
 -130.56   93.50    5.12        0.0001694
   98.91   30.67   -5.46        0.0000590
  -34.33   16.19   14.22        0.0000554
  -60.10   76.78   14.44        0.0000504
 -102.41   60.98   17.03        0.0001075
 -111.06   85.37   81.33        0.0000324
  179.21   76.18   50.60        0.0000454
   14.43   44.83   60.93        0.0000063
   -6.54   78.80   15.39        0.0000427
  132.45   91.50   85.49        0.0000849
   95.39   28.91   -2.23        0.0000363
 -112.67   83.18   -0.49        0.0000491
  -74.24   86.60   74.08        0.0000446
   80.64   64.11   17.58        0.0000455
  -82.01   62.14   49.79        0.0003075
  -46.82   27.20   22.66        0.0004855
 -139.50   94.24   17.90        0.0004676
   87.21   63.10   17.60        0.0000186
   65.40   41.81   90.42        0.0002815
  104.09   44.75   78.15        0.0002251
  -68.07   82.03   13.53        0.0000241
  -92.34   68.99   34.48        0.0000093
  -92.76   32.75   88.42        0.0000688
 -122.99   70.71   68.44        0.0000987
  -42.53   71.35   15.60        0.0001121
  138.79   82.22    9.76        0.0002836
   -6.96   49.19   56.56        0.0001467
   27.90   46.23   50.74        0.0004691
  179.90   80.16   44.82        0.0000156
 -121.76   78.23   78.51        0.0000858
  -61.99   59.90   48.44        0.0001248
   45.15   56.52   60.74        0.0000101
  -97.66   25.17   11.98        0.0000400
  -86.04   57.25   82.30        0.0000184
  -51.18   51.75   42.82        0.0000275
  179.76   66.22   53.72        0.0000662
  -34.68   43.72   26.69        0.0000449
   66.85   93.22   14.23        0.0000313
  -43.12   37.75   47.20        0.0000108
  127.87   87.86    1.76        0.0000300
 -176.83   24.20   49.64        0.0000181
    9.90   86.93   13.38        0.0000371
 -103.27    6.53   40.32        0.0000646
 -156.44   28.64   50.97        0.0000212
 -178.59   82.78   31.36        0.0000311
 -109.99   70.38   55.50        0.0000073
  113.78   75.92   15.75        0.0000171
  108.98   30.09  -10.27        0.0002680
  -28.44   60.79   20.36        0.0000322
  160.98    3.81  -30.89        0.0001826
  174.16   36.61   41.43        0.0000951
   76.06   22.20   16.24        0.0000273
  179.65   55.37   66.46        0.0000500
  -63.66   91.37   86.74        0.0000338
  -88.35   72.42   41.96        0.0000148
  -17.20   39.29   44.11        0.0000834
  -30.56   57.33   29.47        0.0000088
 -177.94   43.72   40.59        0.0000252
 -128.71   82.23   80.67        0.0000259
  121.30   37.18   57.20        0.0000291
   97.82   46.21   85.97        0.0001805
 -120.61  100.08   25.63        0.0003649
  123.13   23.71   61.76        0.0000154
  138.89   80.26   96.82        0.0000403
 -129.89   93.79    6.51        0.0002946
   35.16   35.03   44.36        0.0001015
  173.74   21.07   47.09        0.0001650
 -128.70   90.22    3.54        0.0004004
 -124.41   76.68   72.25        0.0000152
  -46.05   85.68   92.96        0.0002369
   -0.73   36.33   15.49        0.0000279
   65.35   62.52   51.09        0.0000059
  173.25   46.39   39.23        0.0001594
  -96.71   68.21   39.41        0.0000096
  -56.51   45.46   54.35        0.0000747
   17.50    4.44  101.69        0.0000490
   58.53   44.22   38.05        0.0000264
  -24.47   11.60   11.50        0.0000352
  111.63   71.65   32.21        0.0000382
   59.79   78.38   75.69        0.0000202
  -70.97   44.51   85.93        0.0002610
  122.19   77.80   11.03        0.0000160
  111.65   72.51   32.11        0.0000441
 -170.21   81.75   55.57        0.0001684
  113.49   18.57   70.85        0.0000275
 -162.09   57.84   -2.60        0.0000416
  132.16   96.85   77.30        0.0001399
   76.67   73.20   22.97        0.0000563
  171.98   87.48   75.33        0.0000424
  -63.22   84.32    6.75        0.0000178
   33.24   82.10   38.77        0.0004387
  119.97   50.90   51.65        0.0002474
 -179.96   74.95   47.78        0.0000200
   -5.38    9.12   48.38        0.0000193
 -117.15   82.46    5.36        0.0004564
   79.40   61.92   75.30        0.0001269
   69.85   82.33   87.50        0.0000390
  109.91   80.33    7.71        0.0000332
 -155.65   58.24   66.84        0.0000245
  177.25   61.92   27.35        0.0000164
 -152.04   49.61   -7.60        0.0001323
  -50.84   91.37   86.75        0.0001870
  -24.43   12.87   56.59        0.0000363
   91.33   64.46   71.90        0.0000198
 -110.34   31.65   23.62        0.0000370
  147.74   34.68   16.83        0.0000763
   79.57   70.61   43.72        0.0000322
  174.53   74.71   71.54        0.0000391
   -1.90   45.15   37.60        0.0000289
   43.04   80.12   80.37        0.0000392
 -172.55   52.21   61.50        0.0000275
   52.99   47.73   43.39        0.0001192
  175.55   64.23   35.47        0.0000487
   97.70   57.99   68.06        0.0000147
 -109.13   75.72   71.92        0.0000157
 -153.20   22.81   44.86        0.0000177
 -115.80   68.03   55.28        0.0000062
 -180.00   72.11   58.61        0.0000383
  -56.28   78.00   17.74        0.0000171
 -149.23   52.90   65.35        0.0000383
 -155.06   82.54   83.83        0.0000433
   63.30   65.84   64.65        0.0000796
   65.72   89.85    1.34        0.0000367
  151.33   76.63   92.84        0.0000562
   90.85   46.10    3.48        0.0001003
  116.18  100.67   62.20        0.0000509
 -147.50   68.53   78.65        0.0001344
   -5.82   69.41   31.58        0.0000139
   -6.12   37.24   64.37        0.0000804
   25.94   68.60   -3.89        0.0000676
  124.28   65.55   32.52        0.0000972
  -36.20   71.71   58.16        0.0004134
  -88.50   67.13   13.87        0.0000163
   32.07   82.91   -2.67        0.0000269
  177.64   30.27   38.87        0.0000086
   16.80    9.98   37.29        0.0001818
 -100.49   63.17   45.42        0.0003008
   77.25   55.60   59.25        0.0002206
  110.39   63.77   51.72        0.0001068
 -161.06   68.47   71.04        0.0000256
   79.81   64.61   55.84        0.0000299
   -5.21   22.94   41.53        0.0000138
  -14.79   71.51   76.57        0.0002157
  177.27   59.08   25.23        0.0000183
  165.68   42.77   79.85        0.0001121
  -38.91   20.90   61.41        0.0000901
 -136.71   86.52   -2.27        0.0001859
  -64.82   94.51   64.39        0.0002050
    4.57   72.60   57.45        0.0000373
  117.33   56.79   45.50        0.0000177
 -145.42   27.27   38.29        0.0000177
  104.29   76.95   66.88        0.0000586
   59.49  100.25   22.95        0.0001073
   23.53   84.17   86.88        0.0000289
 -122.55   35.27   57.61        0.0004703
   48.78   56.78   57.46        0.0000081
   37.56   86.40   84.87        0.0001666
 -132.22   75.45   74.05        0.0000107
  -62.00   80.67   12.66        0.0000164
  -27.11   79.25   15.48        0.0000259
 -126.43   46.16   38.05        0.0000895
 -120.90   71.84   69.93        0.0001118
 -124.50   41.64   44.83        0.0001503
  -40.89   43.17   43.81        0.0000207
   12.84   23.08   55.62        0.0000155
  -50.13   81.78   11.00        0.0000239
   91.98   46.52   85.23        0.0000253
  128.83   37.19   53.91        0.0001225
   -2.40   69.86   44.54        0.0000374
 -150.98   65.31   71.31        0.0000303
   -7.06   29.41  -19.19        0.0000503
    3.26   43.39   55.58        0.0000066
   69.89   39.63   16.73        0.0002080
  177.98   77.84   53.33        0.0000928
  -41.66   84.08    6.28        0.0000254
   40.15   43.15   69.89        0.0002053
   -0.39   24.25   35.04        0.0000755
  155.43   49.16   22.02        0.0000174
 -115.01   86.82   85.21        0.0000303
